0;0
0.0059521;3.5e-05
0.011904;7e-05
0.017856;0.000105
0.023808;0.00014
0.02976;0.000175
0.035712;0.00021
0.041606;0.000245
0.047419;0.00028
0.053232;0.000315
0.059045;0.00035
0.064858;0.000385
0.070671;0.00042
0.076484;0.000455
0.082079;0.00049
0.087455;0.000525
0.092832;0.00056
0.098208;0.000595
0.10358;0.00063
0.10896;0.000665
0.11434;0.0007
0.11949;0.000735
0.12388;0.00077
0.12827;0.000805
0.13266;0.00084
0.13705;0.000875
0.14145;0.00091
0.14584;0.000945
0.15023;0.00098
0.1538;0.001015
0.15682;0.00105
0.15983;0.001085
0.16285;0.00112
0.16586;0.001155
0.16887;0.00119
0.17189;0.001225
0.1749;0.00126
0.17716;0.001295
0.17886;0.00133
0.18056;0.001365
0.18225;0.0014
0.18395;0.001435
0.18565;0.00147
0.18734;0.001505
0.18904;0.00154
0.19061;0.001575
0.19139;0.00161
0.19217;0.001645
0.19295;0.00168
0.19373;0.001715
0.19452;0.00175
0.1953;0.001785
0.19608;0.00182
0.19686;0.001855
0.1975;0.00189
0.1978;0.001925
0.19809;0.00196
0.19839;0.001995
0.19868;0.00203
0.19898;0.002065
0.19927;0.0021
0.19957;0.002135
0.19986;0.00217
0.20016;0.002205
0.20025;0.00224
0.20034;0.002275
0.20043;0.00231
0.20052;0.002345
0.20061;0.00238
0.2007;0.002415
0.20079;0.00245
0.20088;0.002485
0.20097;0.00252
0.20105;0.002555
0.20107;0.00259
0.20109;0.002625
0.20111;0.00266
0.20113;0.002695
0.20115;0.00273
0.20117;0.002765
0.20119;0.0028
0.20121;0.002835
0.20123;0.00287
0.20125;0.002905
0.20126;0.00294
0.20126;0.002975
0.20126;0.00301
0.20126;0.003045
0.20126;0.00308
0.20126;0.003115
0.20126;0.00315
0.20126;0.003185
0.20126;0.00322
0.20126;0.003255
0.20127;0.00329
0.20126;0.003325
0.20126;0.00336
0.20125;0.003395
0.20125;0.00343
0.20125;0.003465
0.20124;0.0035
