0;0
0.0060133;3.5e-05
0.012027;7e-05
0.01804;0.000105
0.024053;0.00014
0.030062;0.000175
0.036008;0.00021
0.041953;0.000245
0.047899;0.00028
0.053844;0.000315
0.059789;0.00035
0.065579;0.000385
0.071357;0.00042
0.077136;0.000455
0.082914;0.00049
0.088693;0.000525
0.094208;0.00056
0.099561;0.000595
0.10491;0.00063
0.11027;0.000665
0.11562;0.0007
0.12089;0.000735
0.1255;0.00077
0.13011;0.000805
0.13472;0.00084
0.13933;0.000875
0.14394;0.00091
0.14815;0.000945
0.15175;0.00098
0.15534;0.001015
0.15894;0.00105
0.16253;0.001085
0.16613;0.00112
0.16922;0.001155
0.17171;0.00119
0.1742;0.001225
0.1767;0.00126
0.17919;0.001295
0.18168;0.00133
0.18387;0.001365
0.18539;0.0014
0.18691;0.001435
0.18843;0.00147
0.18995;0.001505
0.19147;0.00154
0.19299;0.001575
0.19384;0.00161
0.19465;0.001645
0.19545;0.00168
0.19626;0.001715
0.19707;0.00175
0.19788;0.001785
0.19855;0.00182
0.19892;0.001855
0.19929;0.00189
0.19966;0.001925
0.20004;0.00196
0.20041;0.001995
0.20078;0.00203
0.20105;0.002065
0.2012;0.0021
0.20135;0.002135
0.20149;0.00217
0.20164;0.002205
0.20179;0.00224
0.20194;0.002275
0.20205;0.00231
0.2021;0.002345
0.20215;0.00238
0.20219;0.002415
0.20224;0.00245
0.20229;0.002485
0.20234;0.00252
0.20239;0.002555
0.2024;0.00259
0.20241;0.002625
0.20242;0.00266
0.20243;0.002695
0.20244;0.00273
0.20245;0.002765
0.20246;0.0028
0.20246;0.002835
0.20246;0.00287
0.20246;0.002905
0.20245;0.00294
0.20245;0.002975
0.20245;0.00301
0.20245;0.003045
0.20244;0.00308
0.20244;0.003115
0.20243;0.00315
0.20242;0.003185
0.20242;0.00322
0.20241;0.003255
0.2024;0.00329
0.2024;0.003325
0.20239;0.00336
0.20238;0.003395
0.20238;0.00343
0.20237;0.003465
0.20236;0.0035
