0;0
0.0075042;3.5e-05
0.015008;7e-05
0.022512;0.000105
0.030017;0.00014
0.037494;0.000175
0.044539;0.00021
0.051584;0.000245
0.058629;0.00028
0.065674;0.000315
0.072719;0.00035
0.079185;0.000385
0.08561;0.00042
0.092036;0.000455
0.098461;0.00049
0.10489;0.000525
0.11076;0.00056
0.11629;0.000595
0.12182;0.00063
0.12736;0.000665
0.13289;0.0007
0.1383;0.000735
0.14273;0.00077
0.14716;0.000805
0.15158;0.00084
0.15601;0.000875
0.16044;0.00091
0.16441;0.000945
0.16767;0.00098
0.17092;0.001015
0.17418;0.00105
0.17744;0.001085
0.1807;0.00112
0.18347;0.001155
0.18566;0.00119
0.18786;0.001225
0.19005;0.00126
0.19225;0.001295
0.19444;0.00133
0.19637;0.001365
0.19773;0.0014
0.19908;0.001435
0.20043;0.00147
0.20178;0.001505
0.20313;0.00154
0.20448;0.001575
0.20527;0.00161
0.20602;0.001645
0.20678;0.00168
0.20754;0.001715
0.20829;0.00175
0.20905;0.001785
0.20968;0.00182
0.21006;0.001855
0.21045;0.00189
0.21083;0.001925
0.21121;0.00196
0.21159;0.001995
0.21198;0.00203
0.21226;0.002065
0.21244;0.0021
0.21261;0.002135
0.21279;0.00217
0.21296;0.002205
0.21314;0.00224
0.21331;0.002275
0.21345;0.00231
0.21352;0.002345
0.21359;0.00238
0.21366;0.002415
0.21373;0.00245
0.2138;0.002485
0.21388;0.00252
0.21395;0.002555
0.21397;0.00259
0.214;0.002625
0.21402;0.00266
0.21405;0.002695
0.21407;0.00273
0.2141;0.002765
0.21413;0.0028
0.21415;0.002835
0.21415;0.00287
0.21416;0.002905
0.21417;0.00294
0.21417;0.002975
0.21418;0.00301
0.21419;0.003045
0.2142;0.00308
0.2142;0.003115
0.2142;0.00315
0.2142;0.003185
0.2142;0.00322
0.21421;0.003255
0.21421;0.00329
0.21421;0.003325
0.21421;0.00336
0.21421;0.003395
0.21421;0.00343
0.21421;0.003465
0.21421;0.0035
